Type, Latitude,Longitude
Schools,-27.457662,153.184706
Schools,-27.458924,152.979779
Schools,-27.537982,152.98278
Schools,-27.482553,153.03305
Schools,-27.591085,152.757486
Schools,-27.507299,152.967059
Schools,-27.403933,153.056839
Schools,-27.711727,153.199966
Schools,-27.325084,153.034487
Schools,-27.373742,153.047349
Schools,-27.293902,153.055258
Schools,-27.593918,152.969168
Schools,-27.491525,153.089739
Schools,-27.611028,152.756114
Schools,-27.635573,153.110689
Schools,-27.439217,152.945593
Schools,-27.080785,152.951888
Schools,-27.459201,153.064288
Schools,-27.592768,153.122137
Schools,-27.371065,153.080442
Schools,-27.557623,153.037349
Schools,-27.513513,153.010862
Schools,-27.487143,153.072468
Schools,-27.667427,153.189315
Schools,-27.408254,152.962489
Schools,-27.180024,153.020668
Schools,-27.520932,153.216776
Schools,-27.409334,152.92611
Schools,-27.999945,152.686326
Schools,-27.972842,153.38423
Schools,-28.100701,153.428268
Schools,-27.558189,152.271795
Schools,-28.15021,153.459342
Schools,-27.640958,152.594865
Schools,-27.909405,153.401855
Schools,-25.236284,152.281127
Schools,-25.623492,151.606234
Schools,-26.239184,151.946482
Schools,-26.638217,152.945065
Schools,-27.990825,152.992127
Schools,-27.635056,152.391405
Schools,-25.533833,152.703323
Schools,-26.192509,152.66532
Schools,-26.672333,151.996265
Schools,-25.306533,152.87395
Schools,-28.035406,153.402759
Schools,-28.004554,153.390594
Schools,-26.797363,153.143359
Schools,-26.653684,153.071705
Schools,-19.277092,146.781623
Schools,-17.01845,145.420141
Schools,-27.550734,151.945649
Schools,-20.734808,139.487328
Schools,-20.721383,139.511562
Schools,-20.73481,139.487333
Schools,-27.558895,151.973282
Schools,-20.737145,139.50547
Schools,-27.557151,151.933005
Schools,-28.073459,145.683455
Schools,-27.539235,151.931405
Schools,-27.573191,151.935535
Schools,-27.344125,152.96454
Schools,-27.518299,153.220994
Schools,-27.691588,153.082712
Schools,-26.616747,144.269921
Schools,-27.92846,151.904579
Schools,-26.74335,150.626671
Schools,-27.491734,153.229359
Schools,-27.872623,151.271647
Schools,-27.27538,150.460355
Schools,-27.575947,153.059533
Schools,-23.513156,148.164718
Schools,-28.413645,151.080537
Schools,-28.5446,150.306391
Schools,-25.64505,149.796996
Schools,-28.218515,152.031763
Schools,-27.379095,153.081433
Schools,-27.44094,151.718851
Schools,-26.403717,146.243214
Schools,-28.03542,151.977469
Schools,-28.035262,148.586288
Schools,-26.484626,147.973905
Schools,-27.570939,151.952919
Schools,-27.718903,151.636811
Schools,-27.58017,151.961959
Schools,-27.170236,151.269367
Schools,-24.117427,148.092562
Schools,-23.158787,150.766015
Schools,-23.848071,151.258606
Schools,-21.424666,149.215164
Schools,-23.341273,150.527693
Schools,-21.150305,149.160428
Schools,-21.161624,149.066905
Schools,-23.874732,151.218198
Schools,-23.55606,145.286791
Schools,-24.397215,150.515418
Schools,-24.42004,145.459587
Schools,-24.868108,152.34988
Schools,-22.821881,147.639088
Schools,-21.122554,149.186992
Schools,-23.357864,150.510329
Schools,-23.373071,150.493849
Schools,-24.893382,152.369842
Schools,-23.364861,150.527858
Schools,-21.153833,149.184343
Schools,-23.523393,148.162533
Schools,-25.282032,152.832522
Schools,-24.876734,152.339964
Schools,-23.398821,150.501049
Schools,-24.866607,151.120854
Schools,-27.398644,153.03747
Schools,-19.243043,146.653405
Schools,-27.930352,153.199735
Schools,-27.659227,152.921063
Schools,-20.715272,139.506596
Schools,-25.535521,152.699914
Schools,-27.807296,152.957477
Schools,-27.662304,153.18657
Schools,-19.302056,146.755404
Schools,-27.660623,153.187462
Schools,-18.653635,146.159464
Schools,-26.74096,153.126839
Schools,-20.40385,148.585665
Schools,-19.659367,147.415756
Schools,-26.653027,153.084137
Schools,-20.845873,144.2021
Schools,-19.569856,147.400665
Schools,-26.691266,153.103379
Schools,-20.554136,147.845066
Schools,-20.70128,140.505898
Schools,-19.293554,146.791907
Schools,-20.744578,139.491071
Schools,-19.253012,146.817783
Schools,-26.772424,153.11768
Schools,-20.011619,148.242303
Schools,-27.502752,153.115276
Schools,-22.385021,143.040337
Schools,-18.582183,146.287678
Schools,-18.736684,146.576924
Schools,-27.525283,153.072166
Schools,-27.534281,153.06422
Schools,-17.521593,146.029668
Schools,-27.229117,152.980449
Schools,-16.900255,145.756261
Schools,-27.173519,152.942065
Schools,-16.942999,145.736922
Schools,-10.5842,142.216485
Schools,-26.630073,152.946813
Schools,-17.147128,145.111681
Schools,-16.46202,145.369228
Schools,-23.365846,150.529858
Schools,-17.937311,145.920946
Schools,-27.450105,153.013065
Schools,-16.924055,145.741392
Schools,-27.442276,152.944427
Schools,-17.737031,146.005364
Schools,-17.265445,145.478457
Schools,-16.926715,145.766571
Schools,-17.518005,146.035748
Schools,-17.09537,145.787079
Schools,-17.518015,146.035754
Schools,-17.343172,145.922629
Schools,-17.598512,145.996193
Schools,-27.583174,151.978665
Schools,-17.611237,145.487502
Schools,-17.006325,145.731002
Schools,-16.994463,145.425551
Schools,-19.576578,147.408444
Schools,-20.079807,146.259216
Schools,-18.654111,146.169618
Schools,-27.636472,152.404518
Schools,-27.467376,152.58427
Schools,-27.924014,153.378384
Schools,-27.438651,153.145788
Schools,-27.870493,153.297814
Schools,-20.734807,139.487327
Schools,-27.407445,153.025007
Schools,-26.824988,153.103085
Schools,-27.078757,152.962543
Schools,-26.427873,152.903924
Schools,-27.461527,153.029908
Schools,-27.456773,153.025124
Schools,-27.486973,153.025089
Schools,-27.437643,152.979284
Schools,-27.323343,153.083148
Schools,-27.496463,153.052
Schools,-25.298549,152.813363
Schools,-27.576714,153.281163
Schools,-27.858461,153.302274
Schools,-27.975092,153.383562
Schools,-27.571421,151.970545
Schools,-26.57219,148.780184
Schools,-27.56047,151.942911
Schools,-18.644476,146.155029
Schools,-19.315671,146.717785
Schools,-16.926355,145.768001
Schools,-21.138565,149.184476
Schools,-27.500269,152.98061
Schools,-27.313569,153.043812
Schools,-27.404243,153.058799
Schools,-27.509913,153.06381
Schools,-27.469793,153.058808
Schools,-27.405642,153.027438
Schools,-27.444614,152.988349
Schools,-27.515563,153.031499
Schools,-27.490713,153.090538
Schools,-27.530023,153.092828
Schools,-27.469585,152.973409
Schools,-27.609871,152.754301
Schools,-27.359363,153.061768
Schools,-27.710483,153.198708
Schools,-27.609713,152.755191
Schools,-27.460613,153.03323
Schools,-27.599284,152.837787
Schools,-27.425023,153.056398
Schools,-19.239071,146.653949
Schools,-27.573746,153.048834
Schools,-27.552663,153.07602
Schools,-28.044539,153.365097
Schools,-27.667328,153.204519
Schools,-28.100924,153.429551
Schools,-26.629755,152.960108
Schools,-25.54298,152.696613
Schools,-26.534594,151.841706
Schools,-26.192205,152.66711
Schools,-28.225287,152.027794
Schools,-27.535304,151.958103
Schools,-27.597081,152.988061
Schools,-28.652467,151.938103
Schools,-12.626476,141.87992
Schools,-23.9453,151.360062
Schools,-27.571655,151.95356
Schools,-27.233053,153.022297
Schools,-27.555609,151.940941
Schools,-24.895726,152.339843
Schools,-23.349661,150.522518
Schools,-23.866761,151.241957
Schools,-21.154793,149.184283
Schools,-23.439268,144.250965
Schools,-26.535369,153.046951
Schools,-23.115279,150.727772
Schools,-23.130393,150.743545
Schools,-20.721984,139.494616
Schools,-19.564638,147.414266
Schools,-27.668539,152.851531
Schools,-19.299378,146.757682
Schools,-26.404981,153.101731
Schools,-19.277998,146.799506
Schools,-27.150286,152.968505
Schools,-19.252252,146.817003
Schools,-27.583591,153.296345
Schools,-18.4794,145.905343
Schools,-23.449251,150.463979
Schools,-23.386111,150.505469
Schools,-17.521245,146.028133
Schools,-17.377851,145.383733
Schools,-16.971025,145.741642
Schools,-16.917595,145.773301
Schools,-27.416674,152.989079
Schools,-28.130861,153.474928
Schools,-23.341863,150.5441
Schools,-27.558911,151.977184
Schools,-27.708684,153.148567
Schools,-27.482263,153.0513
Schools,-16.978901,145.744499
Schools,-27.538587,152.979176
Schools,-27.316389,153.004215
Schools,-27.430561,153.049985
Schools,-20.062865,146.276864
Schools,-28.060906,153.36112
Schools,-27.983058,153.413639
Schools,-19.296162,146.778644
Schools,-26.698811,153.059226
Schools,-27.590015,152.704989
Schools,-27.968845,153.409238
Schools,-24.852686,152.384944
Schools,-27.621163,152.972276
Schools,-27.38331,153.016738
Schools,-27.562388,151.935779
Schools,-27.324795,153.042047
Schools,-27.487004,152.987731
Schools,-27.420043,153.051838
Schools,-16.524597,145.461256
Schools,-28.093734,152.843572
Schools,-27.483543,153.025359
Schools,-27.555323,151.977165
Schools,-26.801453,153.090317
Schools,-27.220654,152.985067
Schools,-28.102339,153.400613
Schools,-27.59584,152.746149
Schools,-27.568677,151.905139
Schools,-24.853065,152.330954
Schools,-16.928883,145.748711
Schools,-19.305642,146.767295
Schools,-21.100699,149.164557
Schools,-27.693979,153.157642
Schools,-27.506204,152.98321
Schools,-27.571061,151.930905
Schools,-26.671173,153.081431
Schools,-26.617844,152.901288
Schools,-28.204078,152.0445
Schools,-27.524134,152.918721
Schools,-23.38858,150.496149
Schools,-19.251717,146.805925
Schools,-27.459894,153.018621
Schools,-27.458918,153.019864
Schools,-27.613971,152.771037
Schools,-27.614052,152.752474
Schools,-27.563347,151.96904
Schools,-23.384691,150.494449
Schools,-26.408142,153.049454
Schools,-24.129655,149.457665
Schools,-28.000762,153.318374
Schools,-27.583501,151.981814
Schools,-27.800229,153.285121
Schools,-26.714284,153.060236
Schools,-27.535706,153.190603
Schools,-27.535705,153.1906
Schools,-12.626479,141.879926
Schools,-27.615922,153.141971
Schools,-26.176279,152.656667
Schools,-19.319762,146.712928
Schools,-28.128939,153.449544
Schools,-25.230748,152.279749
Schools,-20.406277,148.581739
Schools,-27.106571,152.947001
Schools,-17.517999,146.028648
Schools,-17.61035,145.489011
Schools,-27.636261,152.585734
Schools,-17.940161,145.93047
Schools,-27.470474,153.149798
Schools,-27.660355,153.098532
Schools,-27.160134,152.938279
Schools,-27.639208,153.055375
Schools,-27.670697,152.922252
Schools,-28.210574,152.04523
Schools,-28.103286,153.398128
Schools,-19.312602,146.780314
Schools,-27.068829,153.019908
Schools,-23.872491,151.255686
Schools,-27.394113,152.990819
Schools,-25.298958,152.815561
Schools,-27.610851,152.887264
Schools,-27.486818,151.948119
Schools,-28.097214,153.39648
Schools,-27.171616,151.278221
Schools,-26.799655,153.118339
Schools,-27.555752,153.145029
Schools,-27.581202,153.025541
Schools,-18.638533,146.167661
Schools,-27.635144,153.150536
Schools,-27.213024,153.063597
Schools,-27.287884,152.952778
Schools,-27.753893,153.200393
Schools,-27.591957,153.294004
Schools,-23.372668,150.51611
Schools,-27.564914,153.266777
Schools,-27.350033,152.970625
Schools,-27.549202,153.195558
Schools,-27.466195,153.011156
Schools,-27.190927,153.030192
Schools,-26.404156,153.098697
Schools,-19.268881,146.803211
Schools,-28.645309,151.931207
Schools,-27.411784,152.978016
Schools,-27.073745,152.936372
Schools,-26.74096,153.126839
Schools,-23.849567,151.230698
Schools,-27.542903,152.942538
Schools,-27.675694,153.089979
Schools,-27.464193,153.159311
Schools,-25.300176,152.875652
Schools,-19.30503,146.722231
Schools,-27.594802,153.288528
Schools,-27.357291,152.968797
Schools,-24.98987,151.969494
Schools,-27.709698,151.646007
Schools,-26.567632,148.781303
Schools,-27.500843,152.984287
Schools,-26.567651,148.781329
Schools,-19.272659,146.810535
Schools,-24.869187,152.347883
Schools,-27.408771,152.958063
Schools,-21.14598,149.175012
Schools,-28.00006,153.342758
Schools,-27.231626,153.087748
Schools,-19.273455,146.769024
Schools,-25.008826,152.37818
Schools,-28.231415,152.048696
Schools,-27.233485,153.031826
Schools,-27.486365,152.978986
Schools,-27.453095,153.01439
Schools,-27.669457,152.907494
Schools,-19.318459,146.766287
Schools,-16.804251,145.617934
Schools,-27.20489,153.110154
Schools,-27.660822,153.109798
Schools,-25.51766,152.664785
Schools,-17.274174,145.479139
Schools,-18.638528,146.167674
Schools,-21.113988,149.177134
Schools,-27.936656,153.303364
Schools,-27.575501,151.927625
Schools,-27.591096,151.953529
Schools,-10.886675,142.389978
Schools,-10.905919,142.322523
Schools,-27.444742,151.718903
Schools,-23.860171,151.25213
Schools,-27.481846,152.989087
Schools,-27.308131,153.043039
Schools,-27.667894,153.053933
Schools,-27.710917,152.9775
Schools,-25.538713,152.714708
Schools,-26.292954,151.954613
Schools,-25.525252,152.678541
Schools,-21.145681,148.958678
Schools,-27.248016,153.085901
Schools,-28.086849,153.347618
Schools,-25.279678,152.833656
Schools,-23.369247,150.499487
Schools,-27.57895,151.964227
Schools,-27.652201,153.0977
Schools,-10.581798,142.221208
Schools,-27.967002,153.382835
Schools,-27.848081,153.300257
Schools,-27.529427,153.279419
Schools,-27.689276,152.908067
Schools,-28.091857,153.392388
Schools,-21.998828,148.061361
Schools,-27.389999,152.966051
Schools,-23.095517,150.74134
Schools,-27.254389,153.089762
Schools,-27.638085,152.776268
Schools,-27.557387,152.274555
Schools,-27.584875,153.293386
Schools,-24.401565,150.520288
Schools,-24.869147,152.362284
Schools,-27.391974,152.978109
Schools,-27.555424,152.928051
Schools,-27.072285,152.932928
Schools,-26.537564,151.856236
Schools,-28.122612,153.431602
Schools,-16.878513,145.690187
Schools,-23.874273,151.271142
Schools,-27.216858,153.05583
Schools,-27.584491,153.123681
Schools,-27.560323,151.966105
Schools,-27.556589,151.948685
Schools,-25.348084,152.600222
Schools,-19.272659,146.810535
Schools,-28.078458,153.41202
Schools,-21.14812,149.194011
Schools,-27.383548,153.061534
Schools,-27.531298,152.962828
Schools,-26.737971,150.640557
Schools,-27.387534,152.962569
Schools,-27.515212,153.247847
Schools,-27.460936,153.086147
Schools,-27.817069,153.019057
Schools,-27.740317,153.190118
Schools,-20.069855,146.256666
Schools,-27.492472,153.232867
Schools,-27.626244,153.106488
Schools,-27.454803,153.154046
Schools,-27.346149,152.970755
Schools,-27.360387,152.973081
Schools,-27.614899,153.031331
Schools,-28.036607,151.98635
Schools,-19.315486,146.778356
Schools,-28.090947,153.374723
Schools,-17.346479,145.912166
Schools,-28.016537,153.369536
Schools,-27.392253,152.858641
Schools,-27.927672,153.360364
Schools,-16.938338,145.744983
Schools,-27.456263,153.072871
Schools,-23.559048,145.294399
Schools,-21.093001,149.17124
Schools,-27.718441,153.199219
Schools,-26.863385,152.954462
Schools,-19.250927,146.793088
Schools,-24.398574,150.517874
Schools,-26.613632,153.032101
Schools,-19.248218,146.6846
Schools,-27.083142,153.161765
Schools,-28.035592,153.434684
Schools,-26.684509,153.053417
Schools,-24.848983,152.339453
Schools,-24.852304,152.340355
Schools,-18.736286,146.578492
Schools,-20.899183,148.770286
Schools,-28.085283,153.430329
Schools,-26.714305,153.069428
Schools,-26.404857,146.242017
Schools,-26.142399,152.615088
Schools,-26.698467,152.999726
Schools,-26.749729,150.61867
Schools,-20.704021,140.505884
Schools,-27.253416,153.0812
Schools,-28.091886,153.376186
Schools,-15.481897,145.250931
Schools,-26.501656,153.085037
Schools,-27.893532,153.388392
Schools,-26.198244,152.640978
Schools,-27.38327,153.016687
Schools,-28.07135,145.679182
Schools,-19.280247,146.773462
Schools,-27.527424,152.96376
Schools,-25.51766,152.664785
Schools,-26.777164,153.135527
Schools,-27.600569,151.950412
Schools,-27.194406,152.820049
Schools,-26.665243,152.97695
Schools,-23.532241,148.151245
Schools,-26.163354,152.664477
Schools,-27.694805,153.213235
Schools,-27.535048,153.112625
Schools,-27.37909,153.08141
Schools,-27.335734,152.956199
Schools,-27.705619,153.170686
Schools,-16.90574,145.74217
Schools,-27.406019,152.933506
Schools,-21.114506,149.168357
Schools,-27.807107,152.956215
Schools,-19.572581,147.417313
Schools,-17.274174,145.479139
Schools,-27.557803,153.039059
Schools,-19.270303,146.738237
Schools,-26.643696,152.961368
Schools,-16.893266,145.709412
Schools,-21.114153,149.182419
Schools,-21.102323,149.172853
Schools,-16.810739,145.694706
Schools,-17.079908,145.776438
Schools,-27.597672,153.043054
Schools,-27.293711,153.057695
Schools,-17.671048,141.079709
Schools,-24.992413,151.954781
Schools,-23.329303,150.51644
Schools,-27.562744,151.902395
Schools,-17.088918,145.778628
Schools,-27.630199,153.115547
Schools,-27.543596,152.470256
Schools,-27.915893,153.328161
Schools,-20.846624,144.196747
Schools,-18.652296,146.161693
Schools,-17.015638,145.722938
Schools,-24.845894,152.397098
Schools,-27.561845,152.825411
Schools,-27.647185,153.17707
Schools,-23.878724,151.252494
Schools,-27.665413,153.111419
Schools,-27.230342,153.086574
Schools,-15.471712,141.744584
Schools,-27.254988,152.96903
Schools,-27.281618,152.974965
Schools,-27.624519,152.736998
Schools,-27.765051,153.106533
Schools,-27.68689,153.180772
Schools,-17.350684,145.592462
Schools,-26.462346,152.679814
Schools,-25.534855,152.697454
Schools,-27.388122,152.989418
Schools,-27.601477,151.956509
Schools,-24.870247,151.118736
Schools,-21.998828,148.061361
Schools,-27.464252,153.066369
Schools,-27.551071,152.807408
Schools,-23.643959,150.387192
Schools,-27.205563,152.961441
Schools,-27.317547,153.025148
Schools,-27.235722,153.024797
Schools,-19.247605,146.673317
Schools,-10.895094,142.385892
Schools,-19.304468,146.812476
Schools,-26.61415,153.080493
Schools,-27.702035,153.039101
Schools,-27.449371,152.951404
Schools,-27.267923,152.972187
Schools,-28.073956,153.376596
Schools,-28.071079,153.399157
Schools,-27.585854,153.111456
Schools,-27.590697,153.12963
Schools,-27.580766,153.125363
Schools,-24.62313,151.916028
Schools,-27.604712,153.06947
Schools,-27.376383,152.881275
Schools,-27.320676,153.06568
Schools,-21.420429,149.213676
Schools,-27.606243,152.976601
Schools,-27.611795,153.137163
Schools,-27.29397,152.989915
Schools,-27.639669,153.055885
Schools,-26.400923,153.100752
Schools,-27.347869,153.039856
Schools,-23.959622,151.365041
Schools,-23.951007,151.364429
Schools,-27.445209,152.949885
Schools,-25.558592,152.66775
Schools,-16.804251,145.617934
Schools,-17.53969,146.034876
Schools,-10.895162,142.385919
Schools,-19.562731,147.41689
Schools,-27.347972,153.059665
Schools,-16.852394,145.695116
Schools,-27.499581,152.944887
Schools,-27.628823,153.137676
Schools,-27.596866,152.982397
Schools,-27.500843,152.984287
Schools,-27.500236,152.965934
Schools,-27.606674,152.776741
Schools,-27.542208,153.106306
Schools,-27.545115,153.106102
Schools,-27.525609,153.058583
Schools,-26.65678,150.186427
Schools,-17.937606,145.922025
Schools,-27.467157,152.998882
Schools,-27.800455,153.27627
Schools,-27.939685,153.319763
Schools,-19.288517,146.783782
Schools,-27.640984,152.78245
Schools,-27.618688,153.292804
Schools,-27.670736,152.922254
Schools,-27.607707,153.129132
Schools,-25.296532,152.876348
Schools,-19.315336,146.734481
Schools,-27.549865,153.094787
Schools,-27.412841,152.969697
Schools,-27.369143,153.01514
Schools,-28.006354,153.391125
Schools,-28.002772,153.357194
Schools,-27.18098,152.992886
Schools,-23.852205,151.251193
Schools,-16.905327,145.86457
Schools,-16.928818,145.874386
Schools,-16.907911,145.868332
Schools,-27.216105,153.007517
Schools,-27.892875,153.282805
Schools,-27.770737,153.263708
Schools,-27.453458,153.037457
Schools,-19.25768,146.702736
Schools,-17.373755,145.378212
Schools,-17.380627,145.382621
Schools,-27.78185,153.27298
Schools,-27.058399,152.951797
Schools,-25.286088,152.863568
Schools,-17.612892,145.482287
Schools,-17.610445,145.489006
Schools,-23.384706,150.498353
Schools,-27.457546,153.027284
Schools,-23.874273,151.271142
Schools,-27.579512,151.963957
Schools,-27.621908,153.036406
Schools,-27.989287,153.381065
Schools,-24.882095,152.31333
Schools,-27.320777,153.007607
Schools,-27.995415,153.396096
Schools,-28.00555,153.388503
Schools,-27.927501,153.39708
Schools,-27.506299,153.212683
Schools,-27.216105,153.007517
Schools,-24.861844,152.372379
Schools,-27.082934,152.948542
Schools,-16.923373,145.751663
Schools,-24.004108,151.202766
Schools,-20.27508,148.699956
Schools,-28.017066,153.162275
Schools,-27.677651,153.235185
Schools,-27.642672,152.750874
Schools,-27.528484,153.270686
Schools,-27.614654,152.863015
Schools,-20.547876,147.83437
Schools,-27.549192,152.981661
Schools,-23.383376,150.487825
Schools,-28.138085,153.477786
Schools,-27.417827,153.050573
Schools,-27.919551,153.305518
Schools,-28.039679,153.31101
Schools,-23.861382,151.270142
Schools,-19.667477,147.423075
Schools,-26.229307,152.667238
Schools,-27.24863,152.992667
Schools,-27.984956,153.399596
Schools,-26.087128,152.241604
Schools,-28.341292,152.297358
Schools,-27.714303,153.114193
Schools,-28.041004,153.376418
Schools,-27.559618,152.917525
Schools,-27.621094,153.237496
Schools,-26.236986,151.944594
Schools,-26.66742,151.993257
Schools,-27.988444,153.338259
Schools,-27.899627,153.303554
Schools,-27.770737,153.263708
Schools,-27.94318,153.320195
Schools,-28.110394,153.463208
Schools,-27.936656,153.303364
Schools,-27.817322,153.27773
Schools,-26.168967,151.600104
Schools,-19.976283,148.227055
Schools,-26.614718,144.271602
Schools,-27.565309,153.05613
Schools,-27.643076,153.152733
Schools,-28.012084,153.420772
Schools,-26.555802,151.838437
Schools,-28.139992,153.430151
Schools,-25.290934,152.901988
Schools,-18.647356,146.201779
Schools,-28.217477,152.029726
Schools,-24.878694,152.405796
Schools,-19.32434,146.812551
Schools,-27.454402,153.176373
Schools,-25.289471,152.80447
Schools,-27.65793,153.121626
Schools,-27.575374,151.933383
Schools,-27.653122,152.907069
Schools,-27.229117,152.980449
Schools,-26.62143,152.964562
Schools,-27.205623,152.961399
Schools,-23.933938,151.343942
Schools,-27.703855,153.213214
Schools,-27.643122,153.099384
Schools,-27.490834,153.239349
Schools,-27.932839,153.190335
Schools,-27.94267,153.403045
Schools,-17.518007,146.035739
Schools,-27.64143,153.104249
Schools,-16.95951,145.741202
Schools,-16.923373,145.75163
Schools,-23.127883,150.741745
Schools,-28.205431,153.393616
Schools,-27.656562,152.750369
Schools,-27.603608,152.846753
Schools,-27.306111,152.969502
Schools,-26.773804,153.102817
Schools,-27.17353,152.93297
Schools,-25.812096,152.623022
Schools,-27.453114,153.065005
Schools,-27.491516,153.151924
Schools,-27.607371,153.096524
Schools,-27.402548,153.058168
Schools,-17.941233,138.828059
Schools,-16.666371,139.183349
Schools,-17.672966,141.079627
Schools,-27.938003,153.382168
Schools,-27.982047,153.384568
Schools,-20.712534,139.510878
Schools,-27.499565,153.083909
Schools,-27.563616,153.261289
Schools,-28.220802,152.014596
Schools,-27.441663,153.160279
Schools,-28.07106,153.399157
Schools,-15.482352,145.25817
Schools,-27.656348,152.878235
Schools,-27.62994,152.852629
Schools,-27.845489,153.327484
Schools,-27.696917,152.906649
Schools,-27.690645,152.908466
Schools,-27.9105,153.3975
Schools,-27.457938,153.028389
Schools,-21.173712,149.139731
Schools,-27.38331,153.016738
Schools,-27.656348,152.878235
Schools,-23.57238,148.88352
Schools,-27.486125,153.053695
Schools,-27.48161,153.01825
Schools,-27.496103,152.913087
Schools,-27.152348,151.294922
Schools,-27.845489,153.327484
Schools,-26.179473,152.06506
Schools,-27.773711,153.244247
Schools,-27.516519,153.258213
Schools,-24.884918,146.253227
Schools,-25.728547,152.580366
Schools,-16.987184,145.743426
Schools,-27.441663,153.160279
Schools,-27.441663,153.160279
Schools,-16.921704,145.754369
Schools,-20.721383,139.511562
Schools,-27.317894,153.037866
Schools,-27.446906,152.644055
Schools,-19.296493,146.762543
Schools,-27.466195,153.011156
Schools,-27.35648,153.021317
Schools,-26.709302,153.111991
Schools,-27.259153,153.007395
Schools,-27.243355,153.034749
Schools,-20.410976,148.590795
Schools,-16.949039,145.770103
Schools,-27.415519,153.014032
Schools,-27.233378,153.032125
Schools,-27.152348,151.294922
Schools,-26.186236,152.678764
Schools,-27.695926,152.910116
Schools,-21.068602,149.161558
Schools,-27.615368,152.766801
Schools,-23.532677,148.152306
Schools,-23.25921,150.82102
Schools,-23.435617,150.453833
Schools,-21.157833,148.862056
Schools,-23.295438,150.514138
Schools,-23.448456,150.452238
Schools,-24.134138,149.455991
Schools,-22.810802,148.701228
Schools,-19.156974,146.851238
Schools,-27.690645,152.908466
Schools,-27.60605,152.661749
Schools,-27.160134,152.938279
Schools,-26.797078,153.13473
Schools,-26.729244,152.718469
Schools,-27.191031,153.029347
Schools,-26.598983,152.725601
Schools,-26.940322,152.567478
Schools,-26.625494,152.865944
Schools,-26.688804,152.893329
Schools,-26.678266,153.114317
Schools,-27.29401,152.850205
Schools,-26.500336,153.072306
Schools,-26.552307,152.958226
Schools,-27.259153,153.007395
Schools,-27.243355,153.034749
Schools,-26.709302,153.111991
Schools,-27.848081,153.300257
Schools,-27.892875,153.282805
Schools,-27.52771,153.230348
Schools,-27.131104,153.046045
Schools,-16.920982,145.772853
Schools,-27.640603,153.092299
Schools,-12.626479,141.879926
Schools,-27.834639,153.317723
Schools,-25.30176,152.832194
Schools,-27.449024,153.128449
Schools,-23.375394,150.498876
Schools,-28.202115,152.032584
Schools,-24.880543,152.344504
Schools,-27.597846,152.96655
Schools,-27.129615,153.051074
Schools,-13.353032,141.729393
Schools,-18.999076,144.980704
Schools,-21.068602,149.161558
Schools,-28.850504,151.174371
Schools,-28.645309,151.931207
Schools,-28.201006,152.029107
Schools,-28.416453,151.07671
Schools,-26.320453,151.882552
Schools,-26.224413,151.846221
Schools,-27.157586,152.959156
Schools,-26.523505,152.96616
Schools,-27.596472,151.931732
Schools,-27.963755,153.412153
Schools,-28.121461,153.47331
Schools,-27.492241,153.02936
Schools,-19.272659,146.810535
Schools,-27.574579,151.932442
